zip,geoid,state_name,county_name,city_name,aland,median_household_income,median_household_income_moe,average_household_income,average_household_income_moe,per_capita_income,per_capita_income_moe,percent_of_households_with_incomes_200000_or_more,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_under_25_years_moe,householder_25_to_44_years,householder_25_to_44_years_moe,householder_45_to_64_years,householder_45_to_64_years_moe,householder_65_years_and_over,householder_65_years_and_over_moe,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,race_and_ethnicity_white,race_and_ethnicity_black,race_and_ethnicity_native,race_and_ethnicity_asian,race_and_ethnicity_islander,race_and_ethnicity_other,race_and_ethnicity_two,race_and_ethnicity_hispanic,population_density_sq_mi,age_total,age_female_0_to_9,age_female_10_to_19,age_female_20_to_29,age_female_30_to_39,age_female_40_to_49,age_female_50_to_59,age_female_60_to_69,age_female_70_plus,age_male_0_to_9,age_male_10_to_19,age_male_20_to_29,age_male_30_to_39,age_male_40_to_49,age_male_50_to_59,age_male_60_to_69,age_male_70_plus,median_age,educational_attainment_population_25_years_and_over,educational_attainment_no_diploma,educational_attainment_high_school,educational_attainment_some_college,educational_attainment_bachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,employment_status_civilian_labor_force,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,hh_families,hh_mc_families,hh_mc_with_own_children_under_18,hh_sp_families,hh_sp_with_own_children_under_18,hh_non_families
95984,86000US95984,California,Plumas,Twain,"85,943,968",-$1,-$1,"$56,069","$16,278","$18,508","$13,205",0.0%,23.8%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,127,19,52,31,25,0,0,0,327,143,0,0,0,0,0,184,0,9.9,327,0,40,25,27,0,40,56,0,0,0,0,0,35,63,33,8,54.7,262,0.0%,48.5%,41.2%,0.0%,10.3%,83,62.7%,135,38.5%,237,"$256,300",127,83,31,0,52,0,44
95986,86000US95986,California,Nevada,Washington,"21,262,919","$60,714","$41,454","$47,359","$14,662","$28,257","$3,012",0.0%,54.4%,-$1,-$1,-$1,-$1,-$1,-$1,"$61,339","$13,669",32,5,7,20,0,0,0,0,56,56,0,0,0,0,0,0,0,6.8,56,0,0,0,0,0,0,0,16,0,0,0,0,0,7,13,20,70.5,56,0.0%,21.4%,50.0%,28.6%,0.0%,14,0.0%,6,0.0%,101,"$138,400",32,14,14,0,0,0,18
95987,86000US95987,California,Colusa,Williams,"866,931,256","$66,095","$5,788","$79,930","$13,418","$25,039","$4,307",2.7%,2.2%,-$1,-$1,"$77,458","$11,989","$65,707","$14,280","$44,500","$26,809","1,766",318,399,301,307,307,86,48,"5,950","1,190",9,72,170,22,36,10,"4,441",17.8,"5,950",544,523,432,385,378,287,273,251,476,465,377,446,389,237,337,150,31.3,"3,628",33.4%,28.9%,25.7%,10.0%,2.1%,"1,379",8.8%,"2,943",2.7%,"1,897","$250,800","1,766","1,379","1,013",598,366,265,387
95988,86000US95988,California,Glenn,Artois; Willows,"804,297,498","$49,518","$8,572","$61,869","$5,437","$23,848","$1,958",1.7%,1.2%,"$60,086","$57,015","$63,750","$34,296","$58,765","$6,954","$27,069","$11,534","3,204",893,720,550,321,570,95,55,"8,298","4,744",111,98,598,7,0,326,"2,414",26.7,"8,298",464,499,405,544,355,482,665,602,761,561,352,684,434,555,520,415,39.5,"5,715",21.0%,27.4%,37.7%,10.5%,3.3%,"2,081",12.7%,"3,397",5.8%,"3,409","$230,600","3,204","2,081","1,586",775,495,98,"1,123"
95991,86000US95991,California,Sutter,Yuba City,"105,392,471","$50,682","$3,366","$66,763","$2,904","$23,936","$1,126",3.0%,0.8%,"$36,842","$9,655","$50,419","$4,437","$64,519","$8,118","$36,689","$3,562","14,432","3,507","3,628","2,614","1,643","1,904",703,433,"40,861","17,862",856,250,"3,812",207,100,"1,685","16,089","1,004.1","40,861","3,213","2,762","2,793","3,116","2,213","2,287","2,135","2,385","3,042","3,099","3,010","2,674","2,363","2,282","1,908","1,579",33.9,"26,269",24.0%,24.2%,36.4%,10.5%,5.0%,"10,071",16.6%,"17,567",9.7%,"15,343","$246,700","14,432","10,071","6,751","3,213","3,320","1,961","4,361"
95993,86000US95993,California,Sutter,Yuba City,"221,544,746","$69,019","$4,235","$93,435","$7,478","$31,433","$2,600",6.9%,1.5%,"$45,788","$3,891","$66,682","$8,847","$78,074","$8,357","$61,307","$10,163","12,285","1,652","2,628","2,380","1,511","2,357",912,845,"37,077","16,810",612,235,"10,214",144,41,"1,976","7,045",433.5,"37,077","2,235","2,410","2,441","2,189","2,227","2,401","2,207","2,280","2,633","2,472","2,644","2,387","2,193","2,175","2,278","1,905",37.8,"24,853",19.1%,21.4%,36.6%,14.3%,8.6%,"9,265",10.5%,"17,187",7.6%,"12,681","$316,700","12,285","9,265","7,371","3,068","1,894","1,034","3,020"
96001,86000US96001,California,Shasta,Keswick; Redding; Shasta,"227,815,531","$55,821","$4,986","$78,446","$3,418","$32,785","$1,345",5.8%,0.9%,"$32,647","$12,892","$61,795","$9,017","$67,140","$5,714","$46,419","$2,609","13,992","3,204","3,244","2,154","1,812","1,906",855,817,"34,293","27,953",424,638,"1,164",17,89,828,"3,180",389.9,"34,293","1,758","2,057","2,104","2,076","1,795","2,625","2,456","2,423","1,982","1,912","2,481","2,389","1,719","2,269","2,232","2,015",41.6,"24,597",7.8%,22.0%,42.4%,16.6%,11.2%,"8,661",8.0%,"16,240",5.6%,"15,020","$284,700","13,992","8,661","6,384","2,172","2,277","1,215","5,331"
96002,86000US96002,California,Shasta,Redding,"78,346,887","$61,055","$2,107","$78,188","$3,894","$29,627","$1,481",4.7%,1.0%,"$53,711","$21,343","$60,657","$10,165","$67,917","$5,308","$50,361","$8,585","12,627","2,391","2,967","2,459","1,738","1,802",679,591,"34,196","24,954",578,865,"1,968",47,30,"1,783","3,971","1,130.4","34,196","2,414","2,242","2,232","2,325","2,208","2,286","1,868","2,392","1,994","2,279","2,278","2,201","1,634","2,076","1,653","2,114",37.4,"22,926",8.2%,26.2%,44.0%,14.7%,6.9%,"8,688",11.9%,"15,486",5.0%,"13,576","$257,700","12,627","8,688","6,282","2,367","2,406","1,305","3,939"
96003,86000US96003,California,Shasta,Bella Vista; Mountain Gate; Palo Cedro; Redding; Shasta Lake,"615,250,582","$53,512","$1,836","$71,816","$2,311","$30,305","$1,259",4.6%,0.7%,"$34,669","$9,365","$64,315","$8,584","$64,231","$3,763","$43,750","$4,409","18,410","4,434","4,116","3,282","2,301","2,406","1,027",844,"44,328","35,869",525,753,"1,876",36,39,"1,145","4,085",186.6,"44,328","2,296","2,685","3,021","2,667","2,063","3,116","3,359","3,438","2,980","2,351","2,996","2,687","1,898","2,968","3,318","2,485",40.8,"31,154",7.8%,22.6%,44.3%,17.2%,8.2%,"11,122",11.2%,"19,688",5.0%,"19,871","$262,000","18,410","11,122","8,234","2,451","2,888","1,540","7,288"
96006,86000US96006,California,Lassen; Modoc,Adin,"418,524,975","$50,288","$25,332","$62,069","$18,685","$30,152","$8,947",0.0%,16.7%,-$1,-$1,-$1,-$1,-$1,-$1,"$35,250","$6,433",191,36,58,42,15,30,10,0,389,337,0,39,0,0,0,11,2,2.4,389,10,35,0,14,30,31,22,47,4,32,1,6,18,39,65,35,54.7,307,0.7%,37.5%,39.4%,9.1%,13.4%,109,17.4%,139,7.9%,301,"$143,800",191,109,91,23,18,3,82
96007,86000US96007,California,Shasta,Anderson; Redding,"335,720,417","$49,044","$4,852","$66,552","$4,988","$26,520","$2,099",3.7%,1.3%,"$48,563","$19,801","$62,195","$7,544","$53,770","$8,250","$38,008","$4,408","9,110","2,353","2,267","1,692","1,173",727,565,333,"23,228","17,768",206,552,387,13,0,758,"3,544",179.2,"23,228","1,481","1,005","1,319","1,682","1,220","1,374","1,955","1,603","1,489","1,704","1,180","1,710","1,172","1,360","1,711","1,263",40.2,"16,506",12.2%,30.0%,43.1%,10.8%,3.9%,"6,095",12.3%,"9,702",6.2%,"9,723","$225,200","9,110","6,095","4,691","1,582","1,404",699,"3,015"
96008,86000US96008,California,Shasta,Bella Vista,"94,129,011","$62,852","$6,468","$79,972","$14,990","$31,466","$7,643",4.7%,4.1%,-$1,-$1,"$63,250","$31,393","$56,964","$31,996","$72,969","$28,166",464,78,44,173,69,52,26,22,"1,191","1,152",1,0,0,0,0,12,26,32.8,"1,191",9,96,65,99,78,175,141,84,18,50,25,36,84,100,109,22,51.8,"1,007",9.0%,17.0%,44.8%,17.9%,11.3%,378,16.7%,531,0.2%,545,"$272,800",464,378,287,57,91,25,86
96009,86000US96009,California,Lassen,Bieber,"570,891,899","$45,536","$18,776","$70,168","$23,454","$35,879","$10,753",4.3%,6.2%,-$1,-$1,-$1,-$1,"$51,625","$42,122","$32,159","$18,030",163,19,68,17,42,0,10,7,321,321,0,0,0,0,0,0,0,1.5,321,9,4,0,16,22,46,12,43,11,35,12,7,0,54,24,26,52.6,250,1.2%,35.6%,60.0%,3.2%,0.0%,99,0.0%,163,0.0%,241,"$274,200",163,99,95,14,4,4,64
96010,86000US96010,California,Trinity,,"1,041,435,900","$36,250","$9,886","$41,026","$9,346","$22,513","$6,007",0.0%,43.5%,-$1,-$1,"$38,750","$31,456","$32,083","$11,261","$57,500","$32,838",50,15,16,15,2,2,0,0,122,93,0,21,0,0,0,0,8,0.3,122,0,0,2,0,0,27,18,2,0,0,30,8,1,11,21,2,55.8,100,14.0%,46.0%,40.0%,0.0%,0.0%,43,2.3%,66,3.0%,144,"$243,800",50,43,21,0,22,0,7
96011,86000US96011,California,Shasta,Big Bend,"826,335,800","$25,375","$10,617","$42,876","$17,513","$17,299","$7,676",0.0%,34.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,79,38,18,7,5,5,6,0,199,143,6,26,0,0,0,10,14,0.6,199,16,4,10,7,8,13,14,13,14,8,16,10,4,16,31,15,52.2,141,12.1%,28.4%,41.8%,14.9%,2.8%,51,35.3%,30,30.0%,151,"$124,400",79,51,33,6,18,9,28
96013,86000US96013,California,Shasta,Burney,"595,068,405","$47,102","$6,737","$61,250","$8,746","$23,247","$2,871",1.9%,1.4%,"$26,793","$19,594","$54,464","$12,543","$63,327","$18,017","$40,446","$9,864","1,766",456,490,360,196,108,123,33,"4,819","3,962",51,107,88,0,0,216,395,21.0,"4,819",304,293,302,293,249,238,307,467,470,347,329,253,273,270,214,210,37.6,"3,120",18.8%,31.1%,35.7%,10.5%,3.9%,"1,148",10.2%,"1,915",8.3%,"2,116","$153,300","1,766","1,148",894,386,254,152,618
96014,86000US96014,California,Siskiyou,,"343,760,895","$33,813","$9,582","$30,097","$9,646","$19,841","$4,802",0.0%,31.4%,-$1,-$1,-$1,-$1,-$1,-$1,"$33,938","$3,913",89,34,55,0,0,0,0,0,135,109,0,0,0,0,0,18,8,1.0,135,0,0,0,0,0,47,8,11,0,0,23,0,0,18,0,28,58.1,112,16.1%,20.5%,56.3%,0.0%,7.1%,44,0.0%,24,0.0%,135,"$155,500",89,44,20,0,24,0,45
96015,86000US96015,California,Modoc,Canby,"626,722,857",-$1,-$1,"$79,448","$66,220","$14,934","$10,153",0.0%,48.7%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,40,0,23,0,0,17,0,0,320,189,6,0,74,0,0,0,51,1.3,320,0,31,0,0,0,0,21,116,0,0,0,0,26,0,17,109,74.6,289,16.3%,2.4%,32.2%,0.0%,49.1%,33,0.0%,53,0.0%,90,-$1,40,33,33,0,0,0,7
96016,86000US96016,California,Shasta,Cassel; Hat Creek,"109,061,802","$95,350","$66,195","$66,323","$23,646","$30,085","$9,072",0.0%,16.8%,-$1,-$1,"$96,100","$95,204",-$1,-$1,"$84,219","$63,736",189,46,26,11,43,63,0,0,424,424,0,0,0,0,0,0,0,10.1,424,0,24,18,11,26,0,93,46,23,27,0,8,36,0,67,45,63.5,341,0.0%,22.0%,60.7%,8.5%,8.8%,128,8.6%,105,0.0%,329,-$1,189,128,117,25,11,11,61
96017,86000US96017,California,Shasta,,"378,404,169","$45,750","$14,839","$64,468","$28,369","$35,501","$16,571",6.5%,9.6%,-$1,-$1,-$1,-$1,-$1,-$1,"$46,500","$18,195",77,20,27,11,5,9,0,5,140,135,3,0,0,0,0,1,1,1.0,140,0,3,0,3,0,1,29,23,0,8,0,8,5,16,30,14,66.1,129,0.0%,15.5%,56.6%,15.5%,12.4%,39,12.8%,38,0.0%,193,"$300,000",77,39,32,2,7,0,38
96019,86000US96019,California,Shasta,Shasta Lake,"28,340,575","$49,583","$7,415","$58,946","$3,636","$22,801","$1,338",1.1%,0.7%,-$1,-$1,"$59,921","$3,420","$52,875","$20,180","$34,663","$6,597","3,891","1,011",940,767,570,397,162,44,"10,178","8,082",133,294,17,68,0,561,"1,023",930.1,"10,178",731,551,510,608,651,666,765,640,812,519,689,863,685,594,500,394,38.5,"6,988",10.4%,29.3%,45.4%,11.2%,3.6%,"2,643",14.1%,"4,350",6.5%,"4,127","$182,700","3,891","2,643","1,626",625,"1,017",518,"1,248"
96020,86000US96020,California,Plumas,Chester; Lake Almanor West; Warner Valley,"103,553,748","$61,250","$14,770","$81,117","$16,661","$38,595","$7,747",6.7%,4.4%,-$1,-$1,"$78,750","$17,367","$68,456","$16,019","$53,199","$17,845","1,124",223,208,241,198,155,24,75,"2,369","2,030",0,0,4,0,0,48,287,59.3,"2,369",37,112,83,95,107,156,311,231,122,51,203,91,60,238,312,160,56.5,"1,957",5.9%,28.6%,46.6%,14.9%,4.0%,705,5.0%,"1,184",1.8%,"1,880","$212,500","1,124",705,560,124,145,34,419
96021,86000US96021,California,Tehama,Corning; Flournoy; Rancho Tehama Reserve; Richfield,"617,858,992","$46,050","$5,473","$61,827","$8,415","$23,112","$2,675",2.8%,1.7%,"$25,000","$9,531","$49,397","$22,179","$54,946","$8,312","$39,839","$6,190","5,798","1,687","1,494","1,154",591,519,192,161,"16,017","8,272",83,116,114,12,0,401,"7,019",67.1,"16,017",863,"1,375","1,069","1,022",883,"1,169","1,115",858,"1,331",733,"1,108","1,033",755,"1,147",755,801,37.2,"10,601",22.6%,32.1%,34.2%,8.0%,3.1%,"4,270",19.4%,"7,331",10.0%,"6,569","$190,500","5,798","4,270","2,980","1,052","1,290",681,"1,528"
96022,86000US96022,California,Shasta; Tehama,Anderson; Cottonwood; Lake California,"626,855,082","$55,049","$7,036","$69,525","$4,861","$26,915","$1,990",4.0%,1.4%,-$1,-$1,"$63,765","$7,245","$65,429","$17,379","$40,890","$6,592","6,243","1,491","1,506",942,887,849,318,250,"16,253","13,309",66,402,388,56,20,216,"1,796",67.2,"16,253","1,174","1,009","1,137",946,"1,045","1,068","1,268","1,044","1,136",780,968,836,959,"1,053",897,933,40.7,"11,318",11.9%,25.7%,43.0%,14.8%,4.7%,"4,315",13.3%,"6,724",5.2%,"6,729","$233,900","6,243","4,315","3,268","1,176","1,047",519,"1,928"
96023,86000US96023,California,Siskiyou,Dorris,"647,182,816","$31,322","$2,456","$43,295","$7,886","$18,840","$3,659",0.4%,0.6%,"$23,875","$11,301","$35,795","$14,896","$35,000","$10,652","$28,819","$7,455",503,182,202,64,20,28,5,2,"1,184",748,11,46,4,0,0,12,363,4.7,"1,184",45,53,73,51,58,80,69,98,143,73,98,71,26,86,93,67,39.5,773,26.5%,37.3%,31.7%,3.1%,1.4%,325,29.5%,516,11.6%,606,"$105,300",503,325,227,80,98,53,178
96024,86000US96024,California,Trinity,Douglas City; Lewiston,"462,465,534","$40,563","$9,259","$56,231","$14,752","$28,227","$7,925",2.8%,4.6%,-$1,-$1,"$31,719","$8,158","$41,806","$34,933","$42,045","$9,723",423,133,123,71,34,18,32,12,846,680,0,66,71,0,0,1,28,4.7,846,33,19,10,28,24,91,129,42,59,39,16,40,19,68,134,95,58.9,681,10.0%,33.3%,39.8%,15.0%,1.9%,210,21.4%,312,5.4%,707,"$262,500",423,210,197,29,13,13,213
96025,86000US96025,California,Shasta; Siskiyou,Dunsmuir,"237,598,534","$35,602","$4,478","$45,767","$3,606","$22,444","$1,885",0.2%,0.3%,"$41,125","$8,630","$51,071","$18,124","$32,019","$3,613","$33,641","$5,605","1,003",337,323,180,102,45,14,2,"2,126","1,640",1,40,46,0,0,86,313,23.2,"2,126",175,60,80,94,98,178,209,221,99,112,88,130,116,103,175,188,50.5,"1,612",6.1%,30.3%,43.1%,14.0%,6.6%,536,14.4%,863,6.1%,"1,473","$166,300","1,003",536,381,102,155,74,467
96027,86000US96027,California,Siskiyou,Etna,"1,233,598,444","$64,865","$6,051","$70,805","$8,156","$28,314","$4,078",1.2%,1.8%,-$1,-$1,"$63,542","$28,744","$78,043","$24,453","$53,500","$18,636",934,156,202,189,209,122,45,11,"2,327","2,028",18,46,20,0,0,151,64,4.9,"2,327",77,108,50,90,121,169,299,155,83,254,53,156,102,188,207,215,53.2,"1,755",4.7%,30.0%,38.7%,15.7%,10.9%,655,7.2%,986,7.3%,"1,009","$242,600",934,655,538,168,117,40,279
96028,86000US96028,California,Shasta,Fall River Mills; McArthur,"433,264,338","$42,051","$5,735","$79,207","$21,664","$31,887","$5,583",8.6%,9.7%,-$1,-$1,-$1,-$1,-$1,-$1,"$41,230","$5,375",559,162,176,10,68,22,73,48,"1,368","1,052",3,71,3,0,0,63,176,8.2,"1,368",44,33,43,112,77,86,93,230,19,147,45,50,13,79,110,187,56.5,"1,077",7.5%,35.7%,45.8%,8.0%,3.0%,325,3.7%,469,7.2%,880,"$281,600",559,325,266,62,59,24,234
96029,86000US96029,California,Tehama,Flournoy; Paskenta,"90,316,097","$40,795","$11,508","$50,597","$18,249","$18,840","$6,711",0.0%,39.4%,-$1,-$1,-$1,-$1,"$57,750","$43,324","$35,625","$7,959",61,18,21,8,5,9,0,0,167,130,0,0,0,0,0,0,37,4.8,167,10,15,6,7,9,7,17,8,10,18,0,9,9,12,14,16,43.6,114,11.4%,54.4%,23.7%,10.5%,0.0%,52,25.0%,66,0.0%,73,"$303,800",61,52,48,14,4,2,9
96031,86000US96031,California,Siskiyou,,"918,054,610","$22,500","$10,037","$27,930","$10,596","$13,211","$4,758",0.0%,39.7%,-$1,-$1,-$1,-$1,-$1,-$1,"$23,958","$8,215",60,36,18,2,4,0,0,0,133,91,0,19,0,0,0,21,2,0.4,133,10,2,0,13,0,11,8,14,17,2,0,19,0,12,6,19,53.7,102,7.8%,39.2%,29.4%,18.6%,4.9%,34,29.4%,31,19.4%,119,"$164,400",60,34,29,9,5,2,26
96032,86000US96032,California,Siskiyou,Fort Jones,"1,179,786,295","$48,036","$8,162","$63,391","$7,126","$26,179","$3,419",1.8%,1.6%,-$1,-$1,"$67,644","$40,787","$49,821","$12,920","$38,906","$17,273","1,091",278,306,173,103,157,54,20,"2,653","1,941",12,304,98,4,0,120,174,5.8,"2,653",212,99,104,184,113,150,215,192,195,163,170,123,178,107,204,244,41.8,"1,882",11.2%,31.2%,35.7%,18.4%,3.5%,753,14.5%,967,12.5%,"1,350","$260,400","1,091",753,617,241,136,81,338
96033,86000US96033,California,Shasta,French Gulch,"366,776,321","$43,047","$4,580","$48,215","$7,923","$21,526","$2,880",1.4%,2.3%,-$1,-$1,"$44,107","$19,831","$50,250","$12,102","$32,375","$18,094",209,51,72,53,19,11,0,3,490,429,1,4,21,0,0,11,24,3.5,490,14,29,10,19,32,63,36,32,28,26,10,30,42,40,48,31,51.5,385,11.4%,34.3%,35.1%,13.5%,5.7%,134,3.0%,193,4.1%,236,"$117,000",209,134,95,25,39,13,75
96034,86000US96034,California,Siskiyou,Gazelle,"286,051,921","$39,219","$5,952","$56,337","$14,396","$26,189","$7,709",2.9%,4.8%,-$1,-$1,-$1,-$1,"$43,438","$10,958","$35,000","$12,881",136,42,48,14,6,13,9,4,279,227,0,13,1,0,0,10,28,2.5,279,10,8,15,9,17,28,18,42,6,22,8,13,16,30,14,23,52.5,219,12.8%,30.6%,37.9%,12.3%,6.4%,82,14.6%,85,16.5%,162,"$225,000",136,82,70,22,12,0,54
96035,86000US96035,California,Tehama,Gerber; Las Flores; Proberta,"118,892,914","$45,417","$6,407","$55,026","$8,578","$19,959","$3,456",2.1%,2.3%,-$1,-$1,"$36,902","$21,194","$49,545","$9,784","$36,917","$20,256","1,262",341,382,224,156,124,9,26,"3,629","1,762",0,164,0,0,0,105,"1,598",79.1,"3,629",216,223,111,246,169,195,323,214,174,325,160,268,243,323,236,203,41.4,"2,643",28.1%,31.1%,28.1%,8.7%,3.9%,943,16.2%,"1,563",7.9%,"1,445","$187,500","1,262",943,590,187,353,96,319
96037,86000US96037,California,Siskiyou,Greenview,"10,391,118","$81,394","$35,452","$65,004","$18,662","$26,822","$9,820",0.0%,24.7%,-$1,-$1,-$1,-$1,"$82,708","$9,056",-$1,-$1,121,27,10,9,75,0,0,0,279,248,0,0,0,0,0,31,0,69.5,279,0,0,45,0,0,85,10,26,23,0,0,0,0,7,77,6,59.1,222,4.5%,52.3%,42.8%,0.0%,0.5%,68,14.7%,162,14.8%,121,-$1,121,68,58,0,10,0,53
96038,86000US96038,California,Siskiyou,Grenada,"46,183,903","$54,423","$8,694","$61,682","$12,538","$24,161","$6,086",4.5%,5.2%,-$1,-$1,"$53,906","$32,423","$58,264","$12,601","$50,909","$24,560",266,50,62,95,24,16,7,12,732,648,0,0,0,0,0,65,19,41.1,732,103,27,41,15,66,25,48,45,51,35,37,36,65,46,43,49,44.2,470,8.3%,33.4%,33.4%,19.8%,5.1%,170,7.6%,268,3.7%,298,"$164,800",266,170,124,48,46,12,96
96039,86000US96039,California,Siskiyou,Happy Camp,"1,613,379,692","$36,213","$3,257","$54,939","$14,425","$27,582","$7,734",2.5%,2.7%,-$1,-$1,"$36,625","$12,947","$41,364","$7,166","$30,938","$10,302",439,155,159,59,16,33,6,11,904,462,2,215,11,4,0,142,68,1.5,904,69,34,20,50,36,96,124,50,48,25,38,55,53,60,92,54,51.4,688,18.8%,33.4%,32.6%,10.3%,4.9%,228,20.6%,359,13.1%,651,"$155,600",439,228,144,8,84,36,211
96040,86000US96040,California,Shasta,Hat Creek; Old Station,"319,038,469","$74,479","$10,338","$70,541","$15,845","$37,356","$8,422",0.0%,38.8%,-$1,-$1,-$1,-$1,"$78,958","$11,009","$73,021","$48,078",63,0,14,20,22,7,0,0,124,91,2,0,4,0,0,0,27,1.0,124,0,9,1,0,0,20,15,19,0,2,1,0,0,10,29,18,67.3,111,0.0%,18.0%,64.0%,18.0%,0.0%,46,0.0%,32,25.0%,110,"$210,200",63,46,46,0,0,0,17
96041,86000US96041,California,Trinity,Hayfork,"852,321,192","$32,024","$4,912","$51,044","$8,911","$22,738","$3,879",2.3%,2.2%,-$1,-$1,"$35,152","$14,337",-$1,-$1,"$27,946","$9,610","1,271",437,402,112,177,88,26,29,"2,934","2,134",36,74,87,26,0,71,506,8.9,"2,934",222,161,186,108,184,132,223,277,109,166,208,120,182,144,224,288,42.1,"2,113",5.2%,47.7%,33.8%,7.4%,6.0%,826,7.6%,988,2.6%,"1,669","$306,400","1,271",826,548,85,278,187,445
96044,86000US96044,California,Siskiyou,Hornbrook,"365,068,083","$47,228","$4,857","$52,404","$5,139","$25,422","$2,038",0.4%,0.9%,-$1,-$1,"$53,438","$25,669","$52,188","$15,309","$43,000","$7,098",471,125,127,104,64,47,2,2,963,820,1,31,0,0,0,48,63,6.8,963,37,34,15,32,27,98,110,122,36,10,48,37,58,77,104,118,58.7,812,12.4%,25.4%,48.4%,7.0%,6.8%,286,12.2%,368,8.2%,610,"$179,700",471,286,225,32,61,14,185
96046,86000US96046,California,Trinity,Hyampom,"464,561,210",-$1,-$1,-$1,-$1,"$19,637","$7,967",0.0%,40.8%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,57,0,30,27,0,0,0,0,115,115,0,0,0,0,0,0,0,0.6,115,0,0,0,0,0,30,0,27,0,0,0,0,0,21,37,0,61.2,115,0.0%,76.5%,0.0%,23.5%,0.0%,30,0.0%,0,0.0%,143,-$1,57,30,30,0,0,0,27
96047,86000US96047,California,Shasta,,"533,254,350","$45,833","$17,586","$71,984","$17,607","$30,042","$8,610",2.9%,3.4%,-$1,-$1,"$107,917","$80,027","$83,182","$65,239","$33,958","$9,505",350,93,96,36,26,56,33,10,849,688,0,26,0,7,0,107,21,4.1,849,6,8,39,26,7,131,82,72,50,26,82,61,21,85,64,89,55.3,678,15.2%,25.1%,41.2%,16.8%,1.8%,246,14.6%,438,5.5%,438,"$306,300",350,246,197,25,49,4,104
96048,86000US96048,California,Trinity,Junction City,"397,582,313","$53,629","$4,924","$61,224","$11,106","$29,958","$5,073",0.0%,9.1%,-$1,-$1,"$63,875","$54,618","$71,250","$29,543","$42,031","$15,605",368,74,70,138,18,57,11,0,730,570,0,60,5,0,0,7,88,4.8,730,30,6,23,50,0,91,96,66,24,22,13,27,29,43,105,105,60.7,629,3.5%,41.3%,30.8%,16.9%,7.5%,234,3.8%,245,8.6%,475,"$345,900",368,234,209,30,25,0,134
96049,86000US96049,California,Siskiyou,Happy Camp,"41,030,652",-$1,-$1,"$30,333","$16,838","$10,113","$5,778",0.0%,59.2%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,27,14,7,3,3,0,0,0,90,33,0,6,0,0,0,51,0,5.7,90,16,0,0,17,0,6,0,6,17,0,0,8,0,10,3,7,34.3,57,10.5%,54.4%,29.8%,5.3%,0.0%,13,0.0%,34,23.5%,47,"$9,999",27,13,13,7,0,0,14
96050,86000US96050,California,Siskiyou,,"741,047,689","$24,598","$7,939","$50,499","$13,874","$28,173","$8,477",2.4%,3.6%,-$1,-$1,"$10,833","$6,127","$21,607","$13,471","$31,429","$9,459",211,110,40,22,5,19,10,5,381,342,0,2,3,0,0,12,22,1.3,381,11,6,11,3,18,8,62,43,13,12,5,19,19,28,58,65,63.4,335,12.5%,28.4%,47.8%,9.9%,1.5%,90,28.9%,86,15.1%,329,"$192,000",211,90,80,8,10,6,121
96051,86000US96051,California,Shasta,Lakehead,"801,678,687","$54,500","$18,711","$70,239","$15,521","$30,840","$6,293",3.3%,2.8%,-$1,-$1,"$64,375","$53,734","$61,750","$45,134","$33,594","$26,762",570,187,90,100,48,84,42,19,"1,358","1,082",5,35,63,0,0,102,71,4.4,"1,358",94,65,82,70,68,123,77,101,18,38,92,72,81,90,188,99,50.0,"1,109",9.3%,27.8%,52.7%,7.4%,2.9%,364,17.6%,583,11.3%,860,"$220,300",570,364,240,27,124,81,206
96052,86000US96052,California,Trinity,Lewiston,"199,643,626","$43,250","$14,830","$59,041","$9,645","$25,815","$4,576",0.3%,0.7%,-$1,-$1,-$1,-$1,"$39,107","$30,556","$45,781","$16,915",640,189,150,116,74,60,49,2,"1,574","1,260",80,62,11,0,0,76,85,20.4,"1,574",27,64,53,54,133,101,155,146,67,82,74,81,120,162,114,141,52.1,"1,250",9.7%,37.4%,38.3%,13.8%,0.8%,411,11.4%,560,4.3%,901,"$273,400",640,411,297,38,114,64,229
96054,86000US96054,California,Modoc,Lookout,"330,848,636","$41,667","$22,531","$48,601","$16,059","$22,969","$9,684",0.0%,21.4%,-$1,-$1,-$1,-$1,"$73,750","$50,172",-$1,-$1,144,49,28,38,13,6,10,0,319,306,0,13,0,0,0,0,0,2.5,319,15,0,17,29,7,46,13,15,21,8,21,32,19,31,12,33,44.8,241,7.9%,33.6%,46.9%,2.5%,9.1%,97,12.4%,124,9.7%,210,-$1,144,97,85,14,12,10,47
